基因名称,基因ID,药物,药物编号,药物的链接
CHRM1,1128,Tridihexethyl (DG00037),DG00037,https://www.kegg.jp/entry/DG00037
CHRM1,1128,Trihexyphenidyl (DG00851),DG00851,https://www.kegg.jp/entry/DG00851
CHRM1,1128,Tropatepine (DG00858),DG00858,https://www.kegg.jp/entry/DG00858
CHRM1,1128,Tropicamide,D00397,https://www.kegg.jp/entry/D00397
CHRM1,1128,Umeclidinium (DG01253),DG01253,https://www.kegg.jp/entry/DG01253
CHRM1,1128,Umeclidinium bromide,D10181,https://www.kegg.jp/entry/D10181
CHRM1,1128,Valethamate,D01538,https://www.kegg.jp/entry/D01538
CHRM1,1128,Xanomeline (DG01300),DG01300,https://www.kegg.jp/entry/DG01300
CHRM3,1131,Acetylcholine (DG01133),DG01133,https://www.kegg.jp/entry/DG01133
CHRM3,1131,Aclatonium (DG01291),DG01291,https://www.kegg.jp/entry/DG01291
CHRM3,1131,Aclidinium bromide,D08837,https://www.kegg.jp/entry/D08837
CHRM3,1131,Alvameline maleate,D02876,https://www.kegg.jp/entry/D02876
CHRM3,1131,Anisotropine methylbromide,D00232,https://www.kegg.jp/entry/D00232
CHRM3,1131,Atropine (DG00052),DG00052,https://www.kegg.jp/entry/DG00052
CHRM3,1131,Atropine oxide (DG01243),DG01243,https://www.kegg.jp/entry/DG01243
CHRM3,1131,Batefenterol (DG01627),DG01627,https://www.kegg.jp/entry/DG01627
CHRM3,1131,Benapryzine hydrochloride,D03076,https://www.kegg.jp/entry/D03076
CHRM3,1131,Benzatropine (DG00859),DG00859,https://www.kegg.jp/entry/DG00859
CHRM3,1131,Benzetimide (DG01301),DG01301,https://www.kegg.jp/entry/DG01301
CHRM3,1131,Benzilone,D03088,https://www.kegg.jp/entry/D03088
CHRM3,1131,Bethanechol (DG00991),DG00991,https://www.kegg.jp/entry/DG00991
CHRM3,1131,Bevonium,D01532,https://www.kegg.jp/entry/D01532
CHRM3,1131,Biperiden (DG00852),DG00852,https://www.kegg.jp/entry/DG00852
CHRM3,1131,Blarcamesine (DG03048),DG03048,https://www.kegg.jp/entry/DG03048
CHRM3,1131,Bornaprine,D07302,https://www.kegg.jp/entry/D07302
CHRM3,1131,Butropium bromide,D01491,https://www.kegg.jp/entry/D01491
CHRM3,1131,Butylscopolamine,D01451,https://www.kegg.jp/entry/D01451
CHRM3,1131,Carbachol,D00524,https://www.kegg.jp/entry/D00524
CHRM3,1131,Carpronium (DG01289),DG01289,https://www.kegg.jp/entry/DG01289
CHRM3,1131,Cevimeline (DG00993),DG00993,https://www.kegg.jp/entry/DG00993
CHRM3,1131,Chlorpromazine (DG00867),DG00867,https://www.kegg.jp/entry/DG00867
CHRM3,1131,Choline alfoscerate,D07349,https://www.kegg.jp/entry/D07349
CHRM3,1131,Cimetropium bromide,D07099,https://www.kegg.jp/entry/D07099
CHRM3,1131,Clidinium bromide,D00716,https://www.kegg.jp/entry/D00716
CHRM3,1131,Cyclopentolate (DG01141),DG01141,https://www.kegg.jp/entry/DG01141
CHRM3,1131,Darifenacin (DG00482),DG00482,https://www.kegg.jp/entry/DG00482
CHRM3,1131,Darotropium bromide,D09402,https://www.kegg.jp/entry/D09402
CHRM3,1131,Desfesoterodine,D10853,https://www.kegg.jp/entry/D10853
CHRM3,1131,Dexetimide (DG00856),DG00856,https://www.kegg.jp/entry/DG00856
CHRM3,1131,Dexpanthenol,D00193,https://www.kegg.jp/entry/D00193
CHRM3,1131,Dicycloverine (DG00032),DG00032,https://www.kegg.jp/entry/DG00032
CHRM3,1131,Diethazine (DG01921),DG01921,https://www.kegg.jp/entry/DG01921
CHRM3,1131,Difemerine,D07079,https://www.kegg.jp/entry/D07079
CHRM3,1131,Dihexyverine (DG00033),DG00033,https://www.kegg.jp/entry/DG00033
CHRM3,1131,Diphemanil,D06878,https://www.kegg.jp/entry/D06878
CHRM3,1131,Diphenidol (DG02880),DG02880,https://www.kegg.jp/entry/DG02880
CHRM3,1131,Diphenylpiperidinomethyldioxolan iodide,D01600,https://www.kegg.jp/entry/D01600
CHRM3,1131,Diponium bromide,D01463,https://www.kegg.jp/entry/D01463
CHRM3,1131,Elantrine,D03970,https://www.kegg.jp/entry/D03970
CHRM3,1131,Elucaine,D03979,https://www.kegg.jp/entry/D03979
CHRM3,1131,Esoxybutynin chloride,D04057,https://www.kegg.jp/entry/D04057
CHRM3,1131,Etomidoline,D01359,https://www.kegg.jp/entry/D01359
CHRM3,1131,Etybenzatropine,D04087,https://www.kegg.jp/entry/D04087
CHRM3,1131,Eucatropine hydrochloride,D04116,https://www.kegg.jp/entry/D04116
CHRM3,1131,Fenpiverinium,D07070,https://www.kegg.jp/entry/D07070
CHRM3,1131,Fentonium,D07951,https://www.kegg.jp/entry/D07951
CHRM3,1131,Fesoterodine (DG00483),DG00483,https://www.kegg.jp/entry/DG00483
CHRM3,1131,Flutropium bromide,D02417,https://www.kegg.jp/entry/D02417
CHRM3,1131,Glycopyrronium (DG02467),DG02467,https://www.kegg.jp/entry/DG02467
CHRM3,1131,Glycopyrronium bromide,D00540,https://www.kegg.jp/entry/D00540
CHRM3,1131,Heteronium bromide,D04434,https://www.kegg.jp/entry/D04434
CHRM3,1131,Hexocyclium (DG00039),DG00039,https://www.kegg.jp/entry/DG00039
CHRM3,1131,Homatropine (DG01142),DG01142,https://www.kegg.jp/entry/DG01142
CHRM3,1131,Homatropine methylbromide,D02070,https://www.kegg.jp/entry/D02070
CHRM3,1131,Hyoscyamine (DG00053),DG00053,https://www.kegg.jp/entry/DG00053
CHRM3,1131,Imidafenacin,D06273,https://www.kegg.jp/entry/D06273
CHRM3,1131,Ipratropium bromide,D02212,https://www.kegg.jp/entry/D02212
CHRM3,1131,Isopropamide (DG00038),DG00038,https://www.kegg.jp/entry/DG00038
CHRM3,1131,Mazaticol (DG00857),DG00857,https://www.kegg.jp/entry/DG00857
CHRM3,1131,Mebeverine (DG00030),DG00030,https://www.kegg.jp/entry/DG00030
CHRM3,1131,Mepenzolate (DG00040),DG00040,https://www.kegg.jp/entry/DG00040
CHRM3,1131,Methacholine,D04970,https://www.kegg.jp/entry/D04970
CHRM3,1131,Methantheline (DG00036),DG00036,https://www.kegg.jp/entry/DG00036
CHRM3,1131,Methscopolamine bromide,D00715,https://www.kegg.jp/entry/D00715
CHRM3,1131,Methylatropine (DG01242),DG01242,https://www.kegg.jp/entry/DG01242
CHRM3,1131,Methylbenactyzium bromide,D01315,https://www.kegg.jp/entry/D01315
CHRM3,1131,Methylscopolamine,D01976,https://www.kegg.jp/entry/D01976
CHRM3,1131,Metixene (DG00853),DG00853,https://www.kegg.jp/entry/DG00853
CHRM3,1131,Metoquizine,D05012,https://www.kegg.jp/entry/D05012
CHRM3,1131,Milameline hydrochloride,D05035,https://www.kegg.jp/entry/D05035
CHRM3,1131,Navafenterol (DG03123),DG03123,https://www.kegg.jp/entry/DG03123
CHRM3,1131,Otilonium bromide,D07083,https://www.kegg.jp/entry/D07083
CHRM3,1131,Oxapium iodide,D01815,https://www.kegg.jp/entry/D01815
CHRM3,1131,Oxitropium bromide,D01946,https://www.kegg.jp/entry/D01946
CHRM3,1131,Oxybutynin (DG00478),DG00478,https://www.kegg.jp/entry/DG00478
CHRM3,1131,Oxyphencyclimine (DG00029),DG00029,https://www.kegg.jp/entry/DG00029
CHRM3,1131,Parapenzolate bromide,D05360,https://www.kegg.jp/entry/D05360
CHRM3,1131,Pentapiperium methylsulfate,D05418,https://www.kegg.jp/entry/D05418
CHRM3,1131,Penthienate,D07081,https://www.kegg.jp/entry/D07081
CHRM3,1131,Phencarbamide,D05452,https://www.kegg.jp/entry/D05452
CHRM3,1131,Phenglutarimide,D07301,https://www.kegg.jp/entry/D07301
CHRM3,1131,Pilocarpine (DG00992),DG00992,https://www.kegg.jp/entry/DG00992
CHRM3,1131,Pipenzolate,D07084,https://www.kegg.jp/entry/D07084
CHRM3,1131,Piperidolate (DG00034),DG00034,https://www.kegg.jp/entry/DG00034
CHRM3,1131,Pipethanate (DG01255),DG01255,https://www.kegg.jp/entry/DG01255
CHRM3,1131,Pipethanate ethobromide,D01987,https://www.kegg.jp/entry/D01987
CHRM3,1131,Pirenzepine (DG00026),DG00026,https://www.kegg.jp/entry/DG00026
CHRM3,1131,Piroheptine (DG01272),DG01272,https://www.kegg.jp/entry/DG01272
CHRM3,1131,Poldine,D05535,https://www.kegg.jp/entry/D05535
CHRM3,1131,Pridinol (DG00774),DG00774,https://www.kegg.jp/entry/DG00774
CHRM3,1131,Prifinium bromide,D01377,https://www.kegg.jp/entry/D01377
CHRM3,1131,Procyclidine (DG00854),DG00854,https://www.kegg.jp/entry/DG00854
CHRM3,1131,Profenamine (DG00855),DG00855,https://www.kegg.jp/entry/DG00855
CHRM3,1131,Propantheline (DG00035),DG00035,https://www.kegg.jp/entry/DG00035
CHRM3,1131,Propenzolate hydrochloride,D05628,https://www.kegg.jp/entry/D05628
CHRM3,1131,Propiverine (DG00479),DG00479,https://www.kegg.jp/entry/DG00479
CHRM3,1131,Rapacuronium bromide,D05703,https://www.kegg.jp/entry/D05703
CHRM3,1131,Revefenacin,D10978,https://www.kegg.jp/entry/D10978
CHRM3,1131,Rociverine,D07078,https://www.kegg.jp/entry/D07078
CHRM3,1131,Rocuronium bromide,D00765,https://www.kegg.jp/entry/D00765
CHRM3,1131,Scopolamine (DG00065),DG00065,https://www.kegg.jp/entry/DG00065
CHRM3,1131,Sofpironium bromide,D10989,https://www.kegg.jp/entry/D10989
CHRM3,1131,Solifenacin (DG00481),DG00481,https://www.kegg.jp/entry/DG00481
CHRM3,1131,Tazomeline citrate,D06015,https://www.kegg.jp/entry/D06015
CHRM3,1131,Tematropium methylsulfate,D06061,https://www.kegg.jp/entry/D06061
CHRM3,1131,Tiemonium (DG01254),DG01254,https://www.kegg.jp/entry/DG01254
CHRM3,1131,Tiemonium iodide,D01201,https://www.kegg.jp/entry/D01201
CHRM3,1131,Timepidium bromide (DG00041),DG00041,https://www.kegg.jp/entry/DG00041
CHRM3,1131,Tiotropium bromide,D01929,https://www.kegg.jp/entry/D01929
CHRM3,1131,Tiquizium bromide,D01875,https://www.kegg.jp/entry/D01875
CHRM3,1131,Tofenacin hydrochloride,D06175,https://www.kegg.jp/entry/D06175
CHRM3,1131,Tolterodine (DG00480),DG00480,https://www.kegg.jp/entry/DG00480
CHRM3,1131,Toquizine,D06192,https://www.kegg.jp/entry/D06192
CHRM3,1131,Triampyzine sulfate,D06217,https://www.kegg.jp/entry/D06217
CHRM3,1131,Tridihexethyl (DG00037),DG00037,https://www.kegg.jp/entry/DG00037
CHRM3,1131,Trihexyphenidyl (DG00851),DG00851,https://www.kegg.jp/entry/DG00851
CHRM3,1131,Tropatepine (DG00858),DG00858,https://www.kegg.jp/entry/DG00858
CHRM3,1131,Tropicamide,D00397,https://www.kegg.jp/entry/D00397
CHRM3,1131,Trospium,D01103,https://www.kegg.jp/entry/D01103
CHRM3,1131,Umeclidinium (DG01253),DG01253,https://www.kegg.jp/entry/DG01253
CHRM3,1131,Umeclidinium bromide,D10181,https://www.kegg.jp/entry/D10181
CHRM3,1131,Valethamate,D01538,https://www.kegg.jp/entry/D01538
CHRM5,1133,Acetylcholine (DG01133),DG01133,https://www.kegg.jp/entry/DG01133
CHRM5,1133,Aclatonium (DG01291),DG01291,https://www.kegg.jp/entry/DG01291
CHRM5,1133,Aclidinium bromide,D08837,https://www.kegg.jp/entry/D08837
CHRM5,1133,Anisotropine methylbromide,D00232,https://www.kegg.jp/entry/D00232
CHRM5,1133,Atropine (DG00052),DG00052,https://www.kegg.jp/entry/DG00052
CHRM5,1133,Atropine oxide (DG01243),DG01243,https://www.kegg.jp/entry/DG01243
CHRM5,1133,Batefenterol (DG01627),DG01627,https://www.kegg.jp/entry/DG01627
CHRM5,1133,Benapryzine hydrochloride,D03076,https://www.kegg.jp/entry/D03076
CHRM5,1133,Benzatropine (DG00859),DG00859,https://www.kegg.jp/entry/DG00859
CHRM5,1133,Benzetimide (DG01301),DG01301,https://www.kegg.jp/entry/DG01301
CHRM5,1133,Benzilone,D03088,https://www.kegg.jp/entry/D03088
CHRM5,1133,Bethanechol (DG00991),DG00991,https://www.kegg.jp/entry/DG00991
CHRM5,1133,Bevonium,D01532,https://www.kegg.jp/entry/D01532
CHRM5,1133,Biperiden (DG00852),DG00852,https://www.kegg.jp/entry/DG00852
CHRM5,1133,Blarcamesine (DG03048),DG03048,https://www.kegg.jp/entry/DG03048
CHRM5,1133,Bornaprine,D07302,https://www.kegg.jp/entry/D07302
CHRM5,1133,Butropium bromide,D01491,https://www.kegg.jp/entry/D01491
CHRM5,1133,Butylscopolamine,D01451,https://www.kegg.jp/entry/D01451
CHRM5,1133,Carbachol,D00524,https://www.kegg.jp/entry/D00524
CHRM5,1133,Carpronium (DG01289),DG01289,https://www.kegg.jp/entry/DG01289
CHRM5,1133,Chlorpromazine (DG00867),DG00867,https://www.kegg.jp/entry/DG00867
CHRM5,1133,Choline alfoscerate,D07349,https://www.kegg.jp/entry/D07349
CHRM5,1133,Cimetropium bromide,D07099,https://www.kegg.jp/entry/D07099
CHRM5,1133,Clidinium bromide,D00716,https://www.kegg.jp/entry/D00716
CHRM5,1133,Cyclopentolate (DG01141),DG01141,https://www.kegg.jp/entry/DG01141
CHRM5,1133,Darotropium bromide,D09402,https://www.kegg.jp/entry/D09402
CHRM5,1133,Dexetimide (DG00856),DG00856,https://www.kegg.jp/entry/DG00856
CHRM5,1133,Diethazine (DG01921),DG01921,https://www.kegg.jp/entry/DG01921
CHRM5,1133,Difemerine,D07079,https://www.kegg.jp/entry/D07079
CHRM5,1133,Dihexyverine (DG00033),DG00033,https://www.kegg.jp/entry/DG00033
CHRM5,1133,Diphenidol (DG02880),DG02880,https://www.kegg.jp/entry/DG02880
CHRM5,1133,Diphenylpiperidinomethyldioxolan iodide,D01600,https://www.kegg.jp/entry/D01600
CHRM5,1133,Diponium bromide,D01463,https://www.kegg.jp/entry/D01463
CHRM5,1133,Elantrine,D03970,https://www.kegg.jp/entry/D03970
CHRM5,1133,Elucaine,D03979,https://www.kegg.jp/entry/D03979
CHRM5,1133,Etomidoline,D01359,https://www.kegg.jp/entry/D01359
CHRM5,1133,Etybenzatropine,D04087,https://www.kegg.jp/entry/D04087
CHRM5,1133,Eucatropine hydrochloride,D04116,https://www.kegg.jp/entry/D04116
CHRM5,1133,Fenpiverinium,D07070,https://www.kegg.jp/entry/D07070
CHRM5,1133,Fentonium,D07951,https://www.kegg.jp/entry/D07951
CHRM5,1133,Flutropium bromide,D02417,https://www.kegg.jp/entry/D02417
CHRM5,1133,Glycopyrronium (DG02467),DG02467,https://www.kegg.jp/entry/DG02467
CHRM5,1133,Heteronium bromide,D04434,https://www.kegg.jp/entry/D04434
CHRM5,1133,Homatropine (DG01142),DG01142,https://www.kegg.jp/entry/DG01142
CHRM5,1133,Homatropine methylbromide,D02070,https://www.kegg.jp/entry/D02070
CHRM5,1133,Hyoscyamine (DG00053),DG00053,https://www.kegg.jp/entry/DG00053
CHRM5,1133,Ipratropium bromide,D02212,https://www.kegg.jp/entry/D02212
CHRM5,1133,Mazaticol (DG00857),DG00857,https://www.kegg.jp/entry/DG00857
CHRM5,1133,Mebeverine (DG00030),DG00030,https://www.kegg.jp/entry/DG00030
CHRM5,1133,Mepenzolate (DG00040),DG00040,https://www.kegg.jp/entry/DG00040
CHRM5,1133,Methacholine,D04970,https://www.kegg.jp/entry/D04970
CHRM5,1133,Methantheline (DG00036),DG00036,https://www.kegg.jp/entry/DG00036
CHRM5,1133,Methscopolamine bromide,D00715,https://www.kegg.jp/entry/D00715
CHRM5,1133,Methylatropine (DG01242),DG01242,https://www.kegg.jp/entry/DG01242
CHRM5,1133,Methylbenactyzium bromide,D01315,https://www.kegg.jp/entry/D01315
CHRM5,1133,Methylscopolamine,D01976,https://www.kegg.jp/entry/D01976
CHRM5,1133,Metixene (DG00853),DG00853,https://www.kegg.jp/entry/DG00853
CHRM5,1133,Metoquizine,D05012,https://www.kegg.jp/entry/D05012
CHRM5,1133,Milameline hydrochloride,D05035,https://www.kegg.jp/entry/D05035
CHRM5,1133,Otilonium bromide,D07083,https://www.kegg.jp/entry/D07083
CHRM5,1133,Oxapium iodide,D01815,https://www.kegg.jp/entry/D01815
CHRM5,1133,Oxitropium bromide,D01946,https://www.kegg.jp/entry/D01946
CHRM5,1133,Oxybutynin (DG00478),DG00478,https://www.kegg.jp/entry/DG00478
CHRM5,1133,Parapenzolate bromide,D05360,https://www.kegg.jp/entry/D05360
CHRM5,1133,Pentapiperium methylsulfate,D05418,https://www.kegg.jp/entry/D05418
CHRM5,1133,Penthienate,D07081,https://www.kegg.jp/entry/D07081
CHRM5,1133,Phencarbamide,D05452,https://www.kegg.jp/entry/D05452
CHRM5,1133,Phenglutarimide,D07301,https://www.kegg.jp/entry/D07301
CHRM5,1133,Pipenzolate,D07084,https://www.kegg.jp/entry/D07084
CHRM5,1133,Piperidolate (DG00034),DG00034,https://www.kegg.jp/entry/DG00034
CHRM5,1133,Pipethanate (DG01255),DG01255,https://www.kegg.jp/entry/DG01255
CHRM5,1133,Pipethanate ethobromide,D01987,https://www.kegg.jp/entry/D01987
CHRM5,1133,Pirenzepine (DG00026),DG00026,https://www.kegg.jp/entry/DG00026
CHRM5,1133,Piroheptine (DG01272),DG01272,https://www.kegg.jp/entry/DG01272
CHRM5,1133,Poldine,D05535,https://www.kegg.jp/entry/D05535
CHRM5,1133,Pridinol (DG00774),DG00774,https://www.kegg.jp/entry/DG00774
CHRM5,1133,Prifinium bromide,D01377,https://www.kegg.jp/entry/D01377
